因子,术数,原语直通,"为忌[正印,偏印]","为忌[正官,七杀]","为忌[正财,偏财]","为忌[比肩,劫财]","为忌[食神,伤官]","为用[正印,偏印]","为用[正官,七杀]","为用[正财,偏财]","为用[比肩,劫财]","为用[食神,伤官]",伤官克官,"克[伤官,官杀]","克[伤官,正官]","克[印,食伤]","克[财,印]",克者旺[配偶星],六合存在[],"含[shen_sha,华盖]","含[shen_sha,孤辰或寡宿]","含[shen_sha,寡宿]","含[shen_sha,桃花]","含[shen_sha,羊刃]","含[shen_sha,驿马]","大运十神[当前,印]","大运十神[当前,官杀]","大运十神[当前,比劫]","大运十神[当前,配偶星]","大运十神[当前,食伤]",大运窗口[配偶星],夫妻宫状态[冲],夫妻宫状态[刑],夫妻宫状态[合],夫妻宫状态[静],官杀为忌,官杀为用,官杀取清,"宫含[仆役宫,煞星,任意]","宫含[兄弟宫,煞星,任意]","宫含[命宫,七杀,任意]","宫含[命宫,天同,任意]","宫含[命宫,天府,任意]","宫含[命宫,天机,任意]","宫含[命宫,天梁,任意]","宫含[命宫,天相,任意]","宫含[命宫,太阳,任意]","宫含[命宫,太阴,任意]","宫含[命宫,巨门,任意]","宫含[命宫,廉贞,任意]","宫含[命宫,武曲,任意]","宫含[命宫,破军,任意]","宫含[命宫,紫微,任意]","宫含[命宫,贪狼,任意]","宫含[夫妻宫,天机,唯一主星]","宫含[子女宫,任意,化忌]","宫含[子女宫,天府,任意]","宫含[子女宫,天梁,任意]","宫含[子女宫,天相,任意]","宫含[子女宫,太阴,任意]","宫含[子女宫,无主星,任意]","宫含[子女宫,武曲,任意]","宫含[子女宫,煞星,任意]","宫含[子女宫,禄存,任意]","宫含[官禄宫,任意,化禄]","宫含[官禄宫,天府,任意]","宫含[官禄宫,太阳,任意]","宫含[官禄宫,文昌,任意]","宫含[官禄宫,文曲,任意]","宫含[官禄宫,武曲,任意]","宫含[官禄宫,煞星,任意]","宫含[官禄宫,紫微,任意]","宫含[本命,贪狼,化忌]","宫含[父母宫,任意,化忌]","宫含[父母宫,煞星,任意]","宫含[田宅宫,任意,化禄]","宫含[田宅宫,任意,落陷]","宫含[田宅宫,天府,任意]","宫含[田宅宫,太阴,任意]","宫含[田宅宫,武曲,任意]","宫含[田宅宫,煞星,任意]","宫含[疾厄宫,任意,化忌]","宫含[疾厄宫,任意,落陷]","宫含[财帛宫,煞星,任意]","宫含[迁移宫,七杀,任意]","宫含[迁移宫,任意,化禄]","宫含[迁移宫,天马,任意]","宫含[迁移宫,太阳,任意]","宫含[迁移宫,无主星,任意]","宫含[迁移宫,紫微,任意]",宫破,年柱官杀[],弱[土],弱[木],弱[水],弱[火],弱[金],得令[七杀],得令[伤官],得令[偏印],得令[偏财],得令[劫财],得令[官杀],"得令[正印,偏印]",得令[正印],"得令[正官,七杀]","得令[正财,偏财]",得令[正财],"得令[比肩,劫财]",得令[配偶星],"得令[食神,伤官]",得令[食神],有根[偏财],有根[子女星],有根[官杀],"有根[正印,偏印]","有根[正财,偏财]",有根[配偶星],"数量至少[3,正印,偏印]","数量至少[4,比肩,劫财]","数量至少[4,食神,伤官]",日主丁,日主丙,日主乙,日主十干[丁],日主十干[丙],日主十干[乙],日主十干[壬],日主十干[己],日主十干[庚],日主十干[戊],日主十干[甲],日主十干[癸],日主十干[辛],日主庚,日主甲,日主辛,日支冲刑害[],日支类型[墓库],日支类型[桃花],日支类型[驿马],旺[土],旺[木],旺[水],旺[火],旺[金],月支长生[长生],有根[七杀],有根[伤官],有根[偏印],有根[劫财],有根[正印],"有根[正官,七杀]",有根[正财],"有根[比肩,劫财]","有根[食神,伤官]",有根[食神],格神根[],格神透[],比劫夺财,比劫旺,现[七杀],现[伤官],现[偏财],"现[正印,偏印]",现[正印],"现[正官,七杀]",现[正官],"现[正财,偏财]",现[正财],现[配偶星],"现[食神,伤官]","直读[gender,female]","直读[gender,male]","直读[ri_gan_wx,任意]","直读[ri_gan_wx,木]","直读[yongshen.fu_yi.qiangruo,中和]","直读[yongshen.fu_yi.qiangruo,含身弱]","直读[yongshen.fu_yi.qiangruo,含身强]","直读[yongshen.fu_yi.qiangruo,含身强或中和]","直读[yongshen.fu_yi.qiangruo,身强]","直读[yongshen.ge_ju.ge_ju,任意]","直读[yongshen.ge_ju.ge_ju,含从杀]","直读[yongshen.tiao_hou.season,冬]","直读[yongshen.tiao_hou.season,夏]","直读[yongshen.tiao_hou.season,春]","直读[yongshen.tiao_hou.season,秋]",缺[土],缺[木],缺[水],缺[火],缺[金],藏[配偶星],财为忌,财为用,财库现,财星入墓,贪狼化忌,透[七杀],透[伤官],透[偏印],透[偏财],透[劫财],透[官杀],"透[正印,偏印]",透[正印],"透[正官,七杀]","透[正财,偏财]",透[正财],"透[比肩,劫财]",透[配偶星],"透[食神,伤官]",透[食神],食伤克官,食伤生财,"克[比劫,财]",结论,依据,"宫含[财帛宫,紫微,任意]","宫含[财帛宫,天机,任意]","宫含[财帛宫,太阳,任意]","宫含[财帛宫,武曲,任意]","宫含[财帛宫,天同,任意]","宫含[财帛宫,廉贞,任意]","宫含[财帛宫,天府,任意]","宫含[财帛宫,太阴,任意]","宫含[财帛宫,贪狼,任意]","宫含[财帛宫,巨门,任意]","宫含[财帛宫,天相,任意]","宫含[财帛宫,天梁,任意]","宫含[财帛宫,七杀,任意]","宫含[财帛宫,破军,任意]","宫含[官禄宫,天机,任意]","宫含[官禄宫,天同,任意]","宫含[官禄宫,廉贞,任意]","宫含[官禄宫,太阴,任意]","宫含[官禄宫,贪狼,任意]","宫含[官禄宫,巨门,任意]","宫含[官禄宫,天相,任意]","宫含[官禄宫,天梁,任意]","宫含[官禄宫,七杀,任意]","宫含[官禄宫,破军,任意]"
田宅宫煞,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,田宅宫煞（擎羊陀罗火星铃星）主房产破败/变动（《紫微斗数全书》）,,,,,,,,,,,,,,,,,,,,,,,,
田宅宫陷,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,田宅宫主星落陷主置产难（《紫微斗数全书》）,,,,,,,,,,,,,,,,,,,,,,,,
桃花,bazi,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,桃花主异性缘（《三命通会》）,,,,,,,,,,,,,,,,,,,,,,,,
华盖,bazi,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,华盖主孤高玄学（《三命通会》）,,,,,,,,,,,,,,,,,,,,,,,,
驿马,bazi,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,驿马主动迁（《三命通会》）,,,,,,,,,,,,,,,,,,,,,,,,
迁移宫主星强,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,迁移宫紫微（外出有贵人）/七杀（外出变动大）/太阳（外出显达）/天马（动迁）（《紫微斗数全书》迁移宫论）,,,,,,,,,,,,,,,,,,,,,,,,
迁移宫主星强,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,迁移宫紫微（外出有贵人）/七杀（外出变动大）/太阳（外出显达）/天马（动迁）（《紫微斗数全书》迁移宫论）,,,,,,,,,,,,,,,,,,,,,,,,
迁移宫主星强,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,迁移宫紫微（外出有贵人）/七杀（外出变动大）/太阳（外出显达）/天马（动迁）（《紫微斗数全书》迁移宫论）,,,,,,,,,,,,,,,,,,,,,,,,
迁移宫主星强,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,迁移宫紫微（外出有贵人）/七杀（外出变动大）/太阳（外出显达）/天马（动迁）（《紫微斗数全书》迁移宫论）,,,,,,,,,,,,,,,,,,,,,,,,
迁移宫空,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,迁移宫无主星主外出无靠、宜守（《紫微斗数全书》迁移宫论）,,,,,,,,,,,,,,,,,,,,,,,,
迁移宫化禄,ziwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,迁移宫化禄主外出发展有利（《紫微斗数全书》迁移宫四化论）,,,,,,,,,,,,,,,,,,,,,,,,
羊刃,bazi,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,羊刃主刚烈（《三命通会》）,,,,,,,,,,,,,,,,,,,,,,,,
孤辰寡宿,bazi,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,孤辰寡宿主孤（《三命通会》）,,,,,,,,,,,,,,,,,,,,,,,,
寡宿,bazi,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,寡宿主孤独、婚姻不利（《三命通会》）,,,,,,,,,,,,,,,,,,,,,,,,
大运比劫,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,大运走比劫运（大运为根）,,,,,,,,,,,,,,,,,,,,,,,,
大运官杀,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,大运走官杀运,,,,,,,,,,,,,,,,,,,,,,,,
大运印星,bazi,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,大运走印运,,,,,,,,,,,,,,,,,,,,,,,,
大运食伤,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,大运走食伤运,,,,,,,,,,,,,,,,,,,,,,,,
大运配偶星,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,大运走配偶星运（婚姻窗口）,,,,,,,,,,,,,,,,,,,,,,,,
大运窗口,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,大运为根（《三命通会》）,,,,,,,,,,,,,,,,,,,,,,,,
本命六合,bazi,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,四柱地支间六合（子丑/寅亥/卯戌/辰酉/巳申/午未）主合绊/合化之象（《三命通会》六合）,,,,,,,,,,,,,,,,,,,,,,,,
官杀取清,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"官杀混杂取清（《子平真诠》""官杀混杂取清为贵""）：克我（官杀）柱被六合/六冲 → 合杀留官/冲去多余 → 由浊转清",,,,,,,,,,,,,,,,,,,,,,,,
宫破,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,夫妻宫破（命理通论）,,,,,,,,,,,,,,,,,,,,,,,,
本命婚凶,bazi,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,本命婚凶信号集合（《滴天髓》《紫微斗数》）,,,,,,,,,,,,,,,,,,,,,,,,
本命婚凶,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,本命婚凶信号集合（《滴天髓》《紫微斗数》）,,,,,,,,,,,,,,,,,,,,,,,,
本命婚凶,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,本命婚凶信号集合（《滴天髓》《紫微斗数》）,,,,,,,,,,,,,,,,,,,,,,,,
本命婚凶,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,本命婚凶信号集合（《滴天髓》《紫微斗数》）,,,,,,,,,,,,,,,,,,,,,,,,
本命婚凶,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,本命婚凶信号集合（《滴天髓》《紫微斗数》）,,,,,,,,,,,,,,,,,,,,,,,,
旺夫信号,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,女命官星旺而无伤官制 → 旺夫帮夫（《女命赋》官星得地为旺夫）,,,,,,,,,,,,,,,,,,,,,,,,
旺夫信号,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,女命官星旺而无伤官制 → 旺夫帮夫（《女命赋》官星得地为旺夫）,,,,,,,,,,,,,,,,,,,,,,,,
主妇信号,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,女命夫星（官杀）得地可依 + 无食伤透干（不事外职）→ 持家为主（《女命赋》官星得地为夫有依、食伤透干则心向外职）；0016 主妇,,,,,,,,,,,,,,,,,,,,,,,,
官印相生,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,官印相生（《子平真诠》）,,,,,,,,,,,,,,,,,,,,,,,,
日主木,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,日主五行木（甲/乙）——断语表纯取值引用,,,,,,,,,,,,,,,,,,,,,,,,
日主木,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,日主五行木（甲/乙）——断语表纯取值引用,,,,,,,,,,,,,,,,,,,,,,,,
日主火,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,日主五行火（丙/丁）,,,,,,,,,,,,,,,,,,,,,,,,
日主火,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,日主五行火（丙/丁）,,,,,,,,,,,,,,,,,,,,,,,,
日主金,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,日主五行金（庚/辛）,,,,,,,,,,,,,,,,,,,,,,,,
日主金,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,日主五行金（庚/辛）,,,,,,,,,,,,,,,,,,,,,,,,
日主甲,bazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,日主甲木（十干性格基调——参考 mingli-skills phase6）,,,,,,,,,,,,,,,,,,,,,,,,
