char,pinyin,radical,stroke,wuxing,tone
珞,luò,王,10,火,4
琤,chēng,王,10,金,1
珲,"huī,hún",王,10,水,2
敖,áo,攵,10,土,2
恚,huì,心,10,水,4
埔,"pǔ,bù",土,10,土,3
埕,chéng,土,10,土,2
埘,shí,土,10,土,2
埙,xūn,土,10,土,1
埚,guō,土,10,土,1
挹,yì,扌,10,木,4
耆,"qí,shì",耂,10,木,2
耄,mào,老,10,火,4
埒,liè,土,10,土,4
捋,"lǚ,luō",扌,10,火,3
贽,zhì,贝,10,火,4
垸,"yuàn,huán",土,10,土,4
捃,jùn,扌,10,木,4
盍,hé,皿,10,水,2
荸,bí,艹,10,木,2
莆,pú,艹,10,木,2
莳,"shì,shí",艹,10,木,4
莴,wō,艹,10,木,1
莪,é,艹,10,木,2
莠,yǒu,艹,10,木,3
莓,méi,艹,10,木,2
莜,yóu,艹,10,木,2
莅,lì,艹,10,木,4
荼,tú,艹,10,木,2
莩,"piǎo,fú",艹,10,木,2
荽,suī,艹,10,木,1
莸,yóu,艹,10,木,2
荻,dí,艹,10,木,2
莘,"shēn,xīn",艹,10,木,1
莎,"shā,suō",艹,10,木,1
莞,"wǎn,guān,guǎn",艹,10,木,1
莨,"làng,liáng",艹,10,木,4
鸪,gū,鸟,10,木,1
莼,chún,艹,10,木,2
栲,kǎo,木,10,木,3
栳,lǎo,木,10,木,3
郴,chēn,木,10,木,1
桓,huán,木,10,木,2
桡,"ráo,náo",木,10,木,2
桎,zhì,木,10,木,4
桢,zhēn,木,10,木,1
桤,qī,木,10,木,1
梃,"tǐng,tìng",木,10,木,3
栝,"guā,kuò",木,10,木,1
桕,jiù,木,10,木,4
桁,"héng,háng",木,10,木,2
桧,"guì,huì",木,10,木,4
桅,wéi,木,10,木,2
栟,"bīng,bēn",木,10,木,1
桉,ān,木,10,木,1
栩,xǔ,木,10,木,3
逑,qiú,辶,10,木,2
逋,bū,辶,10,水,1
彧,yù,彡,10,土,4
鬲,"gé,lì",鬲,10,木,4
豇,jiāng,豆,10,木,1
酐,gān,酉,10,木,1
逦,lǐ,辶,10,火,3
厝,cuò,厂,10,金,4
孬,nāo,子,10,火,1
砝,fǎ,石,10,土,3
砹,ài,石,10,土,4
砺,lì,石,10,土,4
砧,zhēn,石,10,土,1
砷,shēn,石,10,土,1
砟,zhǎ,石,10,土,3
砼,tóng,石,10,木,2
砥,dǐ,石,10,土,3
砣,tuó,石,10,土,2
剞,jī,刂,10,金,1
砻,lóng,石,10,土,2
轼,shì,车,10,金,4
轾,zhì,车,10,土,4
辂,lù,车,10,火,4
鸫,dōng,鸟,10,火,1
趸,dǔn,足,10,火,3
龀,chèn,齿,10,火,4
鸬,lú,鸟,10,火,2
虔,qián,虍,10,木,2
逍,xiāo,辶,10,金,1
眬,lóng,目,10,火,2
唛,mài,口,10,水,4
晟,"shèng,chéng",日,10,火,4
眩,xuàn,目,10,金,4
眙,"yí,chì",目,10,土,2
哧,chī,口,10,火,1
哽,gěng,口,10,木,3
唔,"wú,ńg,ń",口,10,土,2
晁,cháo,日,10,金,2
晏,yàn,日,10,土,4
鸮,xiāo,鸟,10,火,1
趵,"bō,bào",⻊,10,水,4
趿,tā,⻊,10,火,1
畛,zhěn,田,10,金,3
蚨,fú,虫,10,水,2
蚜,yá,虫,10,土,2
蚍,pí,虫,10,水,2
蚋,ruì,虫,10,火,4
蚬,xiǎn,虫,10,金,3
蚝,háo,虫,10,水,2
蚧,jiè,虫,10,木,4
唢,suǒ,口,10,金,3
圄,yǔ,囗,10,木,3
唣,zào,口,10,金,4
唏,xī,口,10,金,1
盎,àng,皿,10,土,4
唑,zuò,口,10,金,4
崂,láo,山,10,土,2
崃,lái,山,10,土,2
罡,gāng,罒,10,金,1
罟,gǔ,罒,10,木,3
峪,yù,山,10,木,4
觊,jì,见,10,木,4
赅,gāi,贝,10,木,1
钰,yù,钅,10,金,4
钲,"zhēng,zhèng",钅,10,金,1
钴,gǔ,钅,10,金,3
钵,bō,钅,10,金,1
钹,bó,钅,10,金,2
钺,yuè,钅,10,金,4
钽,tǎn,钅,10,金,3
钼,mù,钅,10,金,4
钿,"diàn,tián",钅,10,金,4
铀,yóu,钅,10,金,2
铂,bó,钅,10,金,2
铄,shuò,钅,10,金,4
铆,mǎo,钅,10,金,3
铈,shì,钅,10,金,4
铉,xuàn,钅,10,金,4
铊,"tā,tuó",钅,10,金,2
铋,bì,钅,10,金,4
铌,ní,钅,10,金,2
铍,"pí,pī",钅,10,金,2
䥽,pō,钅,10,金,1
铎,duó,钅,10,金,2
氩,yà,气,10,土,4
氤,yīn,气,10,土,1
氦,hài,气,10,水,4
毪,mú,毛,10,水,2
舐,shì,舌,10,火,4
秣,mò,禾,10,水,4
秫,shú,禾,10,木,2
盉,hé,皿,10,土,2
笄,jī,竹,10,木,1
笕,jiǎn,⺮,10,木,3
笊,zhào,竹,10,木,4
笏,hù,竹,10,木,4
笆,bā,竹,10,木,1
俸,fèng,亻,10,水,4
倩,"qiàn,qìng",亻,10,金,4
俵,biào,亻,10,水,4
偌,ruò,亻,10,火,4
俳,pái,亻,10,水,2
俶,"chù,tì",亻,10,金,4
倬,zhuō,亻,10,火,1
倏,shū,亻,10,木,1
恁,"nèn,nín",心,10,火,4
倭,"wō,wēi",亻,10,火,1
倪,ní,亻,10,金,2
俾,bǐ,亻,10,水,3
倜,tì,亻,10,火,4
隼,sǔn,隹,10,金,3
隽,"jùn,juàn",隹,10,木,4
倌,guān,亻,10,木,1
倥,"kǒng,kōng",亻,10,木,1
臬,niè,自,10,木,4
皋,"gāo,háo",白,10,木,1
郫,pí,阝,10,水,2
倨,jù,亻,10,木,4
衄,nǜ,血,10,火,4
颀,qí,页,10,木,2
徕,"lái,lài",彳,10,火,2
舫,fǎng,舟,10,水,3
釜,fǔ,父,10,水,3
奚,xī,大,10,木,1
衾,qīn,衣,10,木,1
胯,kuà,月,10,木,4
胱,guāng,月,10,木,1
胴,dòng,月,10,火,4
胭,yān,月,10,土,1
脍,kuài,月,10,木,4
胼,pián,月,10,水,2
朕,zhèn,月,10,火,4
脒,mǐ,月,10,水,3
胺,àn,月,10,土,4
鸱,chī,鸟,10,火,1
玺,xǐ,玉,10,火,3
鸲,qú,鸟,10,木,2
狷,juàn,犭,10,火,4
猁,lì,犭,10,火,4
狳,yú,犭,10,土,2
猃,xiǎn,犭,10,金,3
狺,yín,犭,10,土,2
逖,tì,辶,10,火,4
桀,jié,木,10,木,2
袅,niǎo,衣,10,土,3
饽,bō,饣,10,水,1
凇,sōng,冫,10,木,1
栾,luán,木,10,火,2
挛,luán,手,10,火,2
亳,bó,亠,10,水,2
疳,gān,疒,10,木,1
疴,kē,疒,10,木,1
疸,"dǎn,da",疒,10,火,3
疽,jū,疒,10,木,1
痈,yōng,疒,10,木,1
疱,pào,疒,10,水,4
痂,jiā,疒,10,木,1
痉,jìng,疒,10,木,4
衮,gǔn,衣,10,木,3
凋,diāo,冫,10,金,1
颃,háng,页,10,水,2
恣,zì,心,10,火,4
旆,pèi,方,10,水,4
旄,"máo,mào",方,10,水,2
旃,zhān,方,10,火,1
阃,kǔn,门,10,木,3
阄,jiū,门,10,木,1
訚,yín,言,10,金,2
阆,"láng,làng",门,10,火,2
恙,yàng,心,10,土,4
粑,bā,米,10,水,1
朔,shuò,月,10,火,4
郸,dān,阝,10,火,1
烜,"xuān,xuǎn",火,10,火,3
烨,yè,火,10,火,4
烩,huì,火,10,火,4
烊,"yàng,yáng",火,10,火,2
剡,"yǎn,shàn",刂,10,金,3
郯,tán,阝,10,火,2
烬,jìn,火,10,火,4
涑,sù,氵,10,水,4
浯,wú,氵,10,水,2
涞,lái,氵,10,水,2
涟,lián,氵,10,水,2
娑,suō,女,10,水,1
涅,niè,氵,10,水,4
涠,wéi,氵,10,水,2
浞,zhuó,氵,10,水,2
涓,juān,氵,10,水,1
浥,yì,氵,10,水,4
涔,cén,氵,10,水,2
浜,bāng,氵,10,水,1
浠,xī,氵,10,水,1
浣,huàn,氵,10,水,4
浚,"jùn,xùn",氵,10,水,4
悚,sǒng,忄,10,金,3
悭,qiān,忄,10,木,1
悝,"kuī,lǐ",忄,10,木,1
悒,yì,忄,10,木,4
悌,tì,忄,10,火,4
悛,quān,忄,10,木,1
宸,chén,宀,10,金,2
窈,yǎo,穴,10,火,3
剜,wān,刂,10,金,1
诹,zōu,讠,10,金,1
冢,zhǒng,冖,10,火,3
诼,zhuó,讠,10,金,2
袒,tǎn,衤,10,火,3
袢,pàn,衤,10,水,4
祯,zhēn,礻,10,火,1
诿,wěi,讠,10,土,3
谀,yú,讠,10,土,2
谂,shěn,讠,10,金,3
谄,chǎn,讠,10,金,3
谇,suì,讠,10,金,4
屐,jī,尸,10,木,1
屙,ē,尸,10,木,1
陬,zōu,阝,10,金,1
勐,měng,力,10,水,3
奘,"zàng,zhuǎng",大,10,金,3
蚩,chī,虫,10,金,1
陲,chuí,阝,10,金,2
姬,jī,女,10,木,1
娠,shēn,女,10,金,1
娌,lǐ,女,10,火,3
娉,pīng,女,10,水,1
娲,wā,女,10,火,1
娩,miǎn,女,10,木,3
娴,xián,女,10,土,2
娣,dì,女,10,火,4
娓,wěi,女,10,土,3
婀,ē,女,10,木,1
畚,běn,田,10,水,3
逡,qūn,辶,10,金,1
绠,gěng,纟,10,木,3
骊,lí,马,10,火,2
绡,xiāo,纟,10,金,1
骋,chěng,马,10,火,3
绥,suí,纟,10,水,2
绦,tāo,纟,10,火,1
绨,"tí,tì",纟,10,火,2
骎,qīn,马,10,火,1
邕,yōng,邑,10,木,1
鸶,sī,鸟,10,金,1
彗,huì,彐,11,水,4
耜,sì,耒,11,木,4
焘,"tāo,dào",灬,11,火,4
舂,chōng,臼,11,金,1
琏,liǎn,王,11,火,3
琇,xiù,王,11,金,4
麸,fū,麦,11,水,1
揶,yé,扌,11,土,2
埴,zhí,土,11,土,2
埯,ǎn,土,11,土,3
掳,lǔ,扌,11,火,3
掴,"guó,guāi",扌,11,木,1
埸,yì,土,11,土,4
埵,duǒ,土,11,土,3
赧,nǎn,赤,11,火,3
埤,"pí,pì",土,11,土,2
捭,bǎi,扌,11,火,3
逵,kuí,辶,11,土,2
埝,niàn,土,11,土,4
堋,"péng,bèng",土,11,土,2
堍,tù,土,11,土,4
掬,jū,扌,11,木,1
鸷,zhì,鸟,11,火,4
掖,"yè,yē",扌,11,土,4
掊,"póu,pǒu",扌,11,金,2
堉,yù,土,11,土,4
掸,"dǎn,shàn",扌,11,火,3
捩,liè,扌,11,火,4
掮,qián,扌,11,木,2
悫,què,心,11,金,4
埭,dài,土,11,土,4
埽,"sào,sǎo",土,11,土,4
掇,duō,扌,11,火,1
掼,guàn,扌,11,木,4
聃,dān,耳,11,火,1
菁,jīng,艹,11,木,1
萁,qí,艹,11,木,1
菘,sōng,艹,11,木,1
堇,"jǐn,qīn,jìn",一、艹,11,木,3
萘,nài,艹,11,木,4
萋,qī,艹,11,木,1
菽,shū,艹,11,木,1
菖,chāng,艹,11,木,1
萜,tiē,艹,11,木,1
萸,yú,艹,11,木,2
萑,huán,艹,11,木,2
棻,fēn,木,11,木,1
菔,fú,艹,11,木,2
菟,"tú,tù",艹,11,木,4
萏,dàn,艹,11,木,4
萃,cuì,艹,11,木,4
菏,hé,艹,11,水,2
菹,"zū,jù",艹,11,木,1
菪,dàng,艹,11,木,4
菅,jiān,艹,11,木,1
菀,"wǎn,yù",艹,11,木,4
萦,yíng,艹,11,木,2
菰,gū,艹,11,木,1
菡,hàn,艹,11,木,4
梵,fàn,木,11,木,4
梿,"lián,liǎn",木,11,木,2
梏,gù,木,11,木,4
觋,xí,见,11,金,2
桴,fú,木,11,木,2
桷,jué,木,11,木,2
梓,zǐ,木,11,木,3
棁,zhuō,木,11,木,1
桫,suō,木,11,木,1
棂,líng,木,11,木,2
啬,sè,口,11,木,4
郾,yǎn,阝,11,土,3
匮,"kuì,guì",匚,11,木,4
敕,chì,攵,11,火,4
豉,chǐ,豆,11,金,3
鄄,juàn,阝,11,木,4
酞,tài,酉,11,火,4
酚,fēn,酉,11,水,1
戛,"jiá,gā",戈,11,木,2
硎,xíng,石,11,土,2
硭,máng,石,11,土,2
硒,xī,石,11,土,1
硖,xiá,石,11,土,2
硗,qiāo,石,11,土,1
硐,dòng,石,11,土,4
硇,náo,石,11,土,2
硌,"gè,luò",石,11,土,4
鸸,ér,鸟,11,火,2
瓠,hù,瓜,11,水,4
匏,páo,大,11,水,2
厩,jiù,厂,11,木,4
龚,gōng,龙,11,木,1
殒,yǔn,歹,11,土,3
殓,liàn,歹,11,火,4
殍,piǎo,歹,11,水,3
赉,lài,贝,11,火,4
雩,yú,雨,11,水,2
辄,zhé,车,11,火,2
堑,"qiàn,zàn,jiàn",土,11,土,4
眭,suī,目,11,土,1
眦,zì,目,11,火,4
啧,zé,口,11,金,2
晡,bū,日,11,火,1
晤,wù,日,11,木,4
眺,tiào,目,11,土,4
眵,chī,目,11,火,1
眸,móu,目,11,水,2
圊,qīng,囗,11,金,1
喏,"nuò,rě",口,11,火,3
喵,miāo,口,11,水,1
啉,"lín,lán",口,11,木,2
勖,xù,力,11,土,4
晞,xī,日,11,火,1
唵,ǎn,口,11,土,3
晗,hán,日,11,火,2
冕,miǎn,冃,11,水,3
啭,zhuàn,口,11,火,4
畦,qí,田,11,土,2
趺,fū,⻊,11,水,1
啮,niè,口,11,金,4
跄,"qiàng,qiāng",⻊,11,金,1
蚶,hān,虫,11,水,1
蛄,"gū,gǔ",虫,11,木,1
蛎,lì,虫,11,火,4
蛆,qū,虫,11,木,1
蚰,yóu,虫,11,土,2
蛊,gǔ,虫,11,木,3
圉,yǔ,囗,11,木,3
蚱,zhà,虫,11,金,4
蛉,líng,虫,11,火,2
蛏,chēng,虫,11,火,1
蚴,yòu,虫,11,土,4
啁,"zhōu,zhāo,tiào",口,11,火,1
啕,táo,口,11,火,2
唿,hū,口,11,水,1
啐,"cuì,qi",口,11,金,4
唼,shà,口,11,金,4
唷,yō,口,11,木,1
啖,dàn,口,11,火,4
啵,bo,口,11,水,5
啶,dìng,口,11,火,4
啷,lāng,口,11,火,1
唳,lì,口,11,火,4
唰,shuā,口,11,金,1
啜,"chuò,chuài",口,11,金,4
帻,zé,巾,11,金,2
崚,"líng,léng",山,11,土,2
崦,yān,山,11,土,1
帼,guó,巾,11,木,2
崮,gù,山,11,土,4
崤,xiáo,山,11,土,2
崆,kōng,山,11,土,1
赇,qiú,贝,11,木,2
赈,zhèn,贝,11,金,4
赊,shē,贝,11,金,1
铑,lǎo,钅,11,金,3
铒,ěr,钅,11,金,3
铗,jiá,钅,11,金,2
铙,náo,钅,11,金,2
铟,yīn,钅,11,金,1
铠,kǎi,钅,11,金,3
铡,zhá,钅,11,金,2
铢,zhū,钅,11,金,1
铣,"xǐ,xiǎn",钅,11,金,3
铤,"tǐng,dìng",钅,11,金,3
铧,huá,钅,11,金,2
铨,quán,钅,11,金,2
铩,shā,钅,11,金,1
铪,"hā,kē",钅,11,金,1
铫,"yáo,diào,tiáo",钅,11,金,2
铬,gè,钅,11,金,4
铮,"zhēng,zhèng",钅,11,金,1
铯,sè,钅,11,金,4
铰,jiǎo,钅,11,金,3
铱,yī,钅,11,金,1
铳,chòng,钅,11,金,4
铵,ǎn,钅,11,金,3
铷,rú,钅,11,金,2
氪,kè,气,11,木,4
牾,wǔ,牜,11,土,3
鸹,guā,鸟,11,木,1
秾,nóng,禾,11,木,2
逶,wēi,辶,11,水,1
笺,jiān,竹,11,木,1
筇,qióng,竹,11,木,2
笸,pǒ,竹,11,木,3
笪,dá,竹,11,木,2
笮,"zé,zuó",竹,11,木,2
笠,lì,竹,11,木,4
笥,sì,竹,11,木,4
笤,tiáo,竹,11,木,2
笳,jiā,竹,11,木,1
笾,biān,竹,11,木,1
笞,chī,竹,11,木,1
偾,fèn,亻,11,水,4
偃,yǎn,亻,11,土,3
偕,xié,亻,11,木,2
偈,"jì,jié",亻,11,木,2
傀,"guī,kuǐ",亻,11,木,3
偬,zǒng,亻,11,火,3
偻,"lǚ,lóu",亻,11,火,2
皑,ái,白,11,火,2
皎,jiǎo,白,11,木,3
鸻,héng,鸟,11,火,2
徜,cháng,彳,11,金,2
舸,gě,舟,11,木,3
舻,lú,舟,11,火,2
舴,zé,舟,11,金,2
舷,xián,舟,11,金,2
龛,kān,龙,11,火,1
翎,líng,羽,11,火,2
脬,pāo,月,11,水,1
脘,wǎn,月,11,火,3
脲,niào,月,11,水,4
匐,fú,勹,11,水,2
猗,"yī,yǐ",犭,11,土,1
猡,luó,犭,11,火,2
猞,shē,犭,11,金,1
猝,cù,犭,11,金,4
斛,hú,斗,11,火,2
猕,mí,犭,11,水,2
馗,kuí,首,11,金,2
馃,guǒ,饣,11,火,3
馄,hún,饣,11,水,2
鸾,luán,鸟,11,火,2
孰,shú,子,11,金,2
庹,tuǒ,广,11,火,3
庾,yǔ,广,11,木,3
痔,zhì,疒,11,火,4
痍,yí,疒,11,土,2
疵,cī,疒,11,金,1
翊,yì,立,11,木,4
旌,jīng,方,11,金,1
旎,nǐ,方,11,木,3
袤,mào,衣,11,水,4
阇,"dū,shé",门,11,木,1
阈,yù,门,11,木,4
阉,yān,门,11,土,1
阊,chāng,门,11,金,1
阋,xì,门,11,金,4
阍,hūn,门,11,水,1
阏,"è,yān",门,11,木,1
羟,"qiǎng,qiān",羊,11,木,3
粝,lì,米,11,火,4
粕,pò,米,11,水,4
敝,bì,攵,11,水,4
焐,wù,火,11,火,4
烯,xī,火,11,火,1
焓,hán,火,11,火,2
烽,fēng,火,11,火,1
焖,mèn,火,11,火,4
烷,wán,火,11,火,2
焗,jú,火,11,火,2
渍,zì,氵,11,水,4
渚,zhǔ,氵,11,水,3
淇,qí,氵,11,水,2
淅,xī,氵,11,水,1
淞,sōng,氵,11,水,1
渎,"dú,dòu",氵,11,水,2
涿,zhuō,氵,11,水,1
淖,"nào,chuò,zhuō",氵,11,水,4
挲,"sā,shā,suō",手,11,水,1
淠,"pì,pèi",氵,11,水,4
涸,hé,氵,11,水,2
渑,"miǎn,shéng",氵,11,水,3
淦,gàn,氵,11,水,4
淝,féi,氵,11,水,2
淬,cuì,氵,11,水,4
涪,fú,氵,11,水,2
淙,cóng,氵,11,水,2
涫,guàn,氵,11,水,4
渌,lù,氵,11,水,4
淄,zī,氵,11,水,1
惬,qiè,忄,11,金,4
悻,xìng,忄,11,木,4
悱,fěi,忄,11,水,3
惝,"chǎng,tǎng",忄,11,金,3
惘,wǎng,忄,11,火,3
悸,jì,忄,11,木,4
惆,chóu,忄,11,金,2
惚,hū,忄,11,水,1
惇,dūn,忄,11,火,1
惮,"dàn,dá",忄,11,火,4
窕,"tiǎo,yáo",穴,11,土,3
谌,"chén,shèn",讠,11,金,2
谏,jiàn,讠,11,木,4
扈,hù,户,11,水,4
皲,jūn,皮,11,木,1
谑,xuè,讠,11,火,4
裆,dāng,衤,11,火,1
袷,"jiá,qiā,jié",衤,11,木,2
裉,kèn,衤,11,木,4
谒,yè,讠,11,金,4
谔,è,讠,11,木,4
谕,yù,讠,11,金,4
谖,xuān,讠,11,金,1
谗,chán,讠,11,金,2
谙,ān,讠,11,土,1
谛,dì,讠,11,火,4
谝,piǎn,讠,11,水,3
逯,lù,辶,11,火,4
郿,méi,阝,11,土,2
隈,wēi,阝,11,水,1
粜,tiào,米,11,火,4
隍,huáng,阝,11,木,2
隗,"wěi,kuí",阝,11,木,3
婧,jìng,女,11,木,4
婊,biǎo,女,11,水,3
婕,jié,女,11,木,2
娼,chāng,女,11,金,1
婢,bì,女,11,水,4
婵,chán,女,11,金,2
胬,nǔ,肉,11,火,3
袈,jiā,衣,11,木,1
翌,yì,羽,11,土,4
恿,yǒng,心,11,土,3
欸,"ǎi,ēi,éi,ěi,èi",欠,11,火,1
绫,líng,纟,11,火,2
骐,qí,马,11,木,2
绮,qǐ,纟,11,木,3
绯,fēi,纟,11,水,1
绱,shàng,纟,11,金,4
骒,kè,马,11,木,4
绲,gǔn,纟,11,木,3
骓,zhuī,马,11,火,1
绶,shòu,纟,11,金,4
绺,liǔ,纟,11,火,3
绻,quǎn,纟,11,木,3
绾,wǎn,纟,11,火,3
骖,cān,马,11,金,1
缁,zī,纟,11,火,1
耠,huō,耒,12,水,1
琫,běng,王,12,水,3
琵,pí,比,12,水,2
琶,pá,王,12,水,2
琪,qí,王,12,木,2
瑛,yīng,王,12,土,1
琦,qí,王,12,木,2
琥,hǔ,王,12,水,3
琨,kūn,王,12,木,1
靓,"liàng,jìng",青,12,金,4
琰,yǎn,王,12,火,3
琮,cóng,王,12,金,2
琯,guǎn,王,12,木,3
琬,wǎn,王,12,土,3
琛,chēn,王,12,金,1
琚,jū,王,12,木,1
辇,niǎn,车,12,火,3
鼋,yuán,黽,12,土,2
堞,dié,土,12,土,2
搽,chá,扌,12,木,2
揸,zhā,扌,12,金,1
揠,yà,扌,12,土,4
堙,yīn,土,12,土,1
趄,"jū,qiè",走,12,木,1
揖,yī,扌,12,土,1
颉,"jié,xié,jiá",页,12,木,2
塄,léng,土,12,土,2
揿,qìn,扌,12,金,4
耋,dié,耂,12,火,2
揄,yú,扌,12,金,2
蛩,qióng,虫,12,金,2
蛰,zhé,虫,12,火,2
塆,wān,土,12,土,1
摒,bìng,扌,12,水,4
揆,kuí,扌,12,木,2
聒,guō,耳,12,木,1
葑,"fēng,fèng",艹,12,木,1
葚,"shèn,rèn",艹,12,木,4
靰,wù,革,12,金,4
靸,sǎ,革,12,金,3
葳,wēi,艹,12,木,1
葺,qì,艹,12,木,4
葸,xǐ,艹,12,木,3
萼,è,艹,12,木,4
葆,bǎo,艹,12,木,3
葩,pā,艹,12,木,1
葶,tíng,艹,12,木,2
蒌,lóu,艹,12,木,2
萱,xuān,艹,12,木,1
戟,jǐ,戈,12,金,3
葭,jiā,艹,12,木,1
楮,chǔ,木,12,木,3
棼,fén,木,12,木,2
椟,dú,木,12,木,2
棹,"zhào,zhuō",木,12,木,4
椤,luó,木,12,木,2
棰,chuí,木,12,木,2
赍,jī,贝,12,木,1
椋,liáng,木,12,木,2
椁,guǒ,木,12,木,3
椪,pèng,木,12,木,4
棣,"dì,dài,tì",木,12,木,4
椐,jū,木,12,木,1
鹁,bó,鸟,12,水,2
覃,"qín,tán",覀,12,木,2
酤,gū,酉,12,木,1
酢,"cù,zuò",酉,12,金,4
酡,tuó,酉,12,火,2
鹂,lí,鸟,12,火,2
厥,jué,厂,12,火,2
殚,dān,歹,12,火,1
殛,jí,歹,12,木,2
雯,wén,雨,12,水,2
雱,pāng,雨,12,水,2
辊,gǔn,车,12,木,3
辋,wǎng,车,12,火,3
椠,qiàn,木,12,木,4
辍,chuò,车,12,火,4
辎,zī,车,12,火,1
斐,"fěi,fēi",文,12,水,3
睄,"qiáo,shào,xiāo",目,12,火,4
睑,jiǎn,目,12,木,3
睇,dì,目,12,火,4
睃,suō,目,12,金,1
戢,jí,戈,12,木,2
喋,"dié,zhá",口,12,火,2
嗒,"dā,tà",口,12,火,1
喃,nán,口,12,火,2
喱,lí,口,12,火,2
喹,kuí,口,12,土,2
晷,guǐ,日,12,木,3
喈,jiē,口,12,木,1
跖,zhí,⻊,12,土,2
跗,fū,⻊,12,水,1
跞,"luò,lì",⻊,12,火,4
跚,shān,⻊,12,金,1
跎,tuó,⻊,12,火,2
跏,jiā,⻊,12,木,1
蛱,jiá,虫,12,木,2
蛲,náo,虫,12,火,2
蛭,zhì,虫,12,土,4
蛳,sī,虫,12,金,1
蛐,qū,虫,12,木,1
蛔,huí,虫,12,水,2
蛞,kuò,虫,12,木,4
蛴,qí,虫,12,木,2
蛟,jiāo,虫,12,木,1
蛘,yáng,虫,12,火,2
喁,"yóng,yú",口,12,土,2
喟,kuì,口,12,木,4
啾,jiū,口,12,木,1
嗖,sōu,口,12,金,1
喑,yīn,口,12,土,1
嗟,jiē,口,12,火,1
喽,"lou,lóu",口,12,火,5
嗞,zī,口,12,金,1
喀,kā,口,12,木,1
喔,"wō,ō",口,12,火,1
喙,huì,口,12,水,4
嵘,róng,山,12,土,2
嵖,chá,山,12,土,2
崴,"wǎi,wēi",山,12,土,1
遄,chuán,辶,12,金,2
詈,lì,言,12,火,4
嵎,yú,山,12,土,2
崽,zǎi,山,12,土,3
嵬,wéi,山,12,土,2
嵛,yú,山,12,土,2
嵯,cuó,山,12,金,2
嵝,lǒu,山,12,土,3
嵫,zī,山,12,土,1
幄,wò,巾,12,火,4
嵋,méi,山,12,土,2
赕,dǎn,贝,12,火,3
铻,wú,钅,12,金,2
铼,lái,钅,12,金,2
铿,kēng,钅,12,金,1
锃,zèng,钅,12,金,4
锂,lǐ,钅,12,金,3
锆,gào,钅,12,金,4
锇,é,钅,12,金,2
锉,cuò,钅,12,金,4
锏,"jiǎn,jiàn",钅,12,金,3
锑,tī,钅,12,金,1
锒,láng,钅,12,金,2
锔,"jū,jú",钅,12,金,1
锕,ā,钅,12,金,1
掣,chè,手,12,火,4
矬,cuó,矢,12,金,2
氰,qíng,气,12,金,2
毳,cuì,毛,12,金,4
毽,jiàn,毛,12,木,4
犊,dú,牜,12,金,2
犄,jī,牜,12,木,1
犋,jù,牜,12,木,4
鹄,"hú,gǔ",鸟,12,木,2
犍,"jiān,qián",牜,12,木,1
嵇,jī,禾,12,木,1
黍,shǔ,黍,12,金,3
稃,fū,禾,12,水,1
稂,láng,禾,12,火,2
筚,bì,竹,12,木,4
筵,yán,竹,12,木,2
筌,quán,竹,12,木,2
傣,dǎi,亻,12,火,3
傈,lì,亻,12,火,4
舄,xì,臼,12,金,4
牍,dú,片,12,金,2
傥,tǎng,亻,12,火,3
傧,bīn,亻,12,水,1
遑,huáng,辶,12,水,2
傩,nuó,亻,12,火,2
遁,dùn,辶,12,火,4
徨,huáng,彳,12,水,2
媭,xū,女,12,水,1
畲,shē,田,12,金,1
弑,shì,弋,12,木,4
颌,"hé,gé",页,12,水,2
翕,xī,羽,12,土,1
釉,yòu,釆,12,土,4
鹆,yù,鸟,12,木,4
舜,shùn,夕,12,金,4
貂,diāo,豸,12,金,1
腈,jīng,月,12,木,1
腌,"yān,ā",月,12,土,1
腓,féi,月,12,水,2
腆,tiǎn,月,12,火,3
腴,yú,月,12,金,2
腑,fǔ,月,12,水,3
腚,dìng,月,12,火,4
腱,jiàn,月,12,木,4
鱿,yóu,鱼,12,土,2
鲀,tún,鱼,12,水,2
鲂,fáng,鱼,12,水,2
颍,yǐng,页,12,水,3
猢,hú,犭,12,水,2
猹,chá,犭,12,木,2
猥,wěi,犭,12,土,3
飓,jù,风,12,木,4
觞,shāng,角,12,金,1
觚,gū,角,12,木,1
猱,náo,犭,12,火,2
飧,sūn,夕,12,金,1
馇,"chā,zha",饣,12,金,1
馊,sōu,饣,12,金,1
亵,xiè,亠,12,水,4
脔,luán,肉,12,火,2
裒,póu,衣,12,金,2
痣,zhì,疒,12,火,4
痨,láo,疒,12,火,2
痦,wù,疒,12,土,4
痞,pǐ,疒,12,水,3
痤,cuó,疒,12,金,2
痫,xián,疒,12,金,2
痧,shā,疒,12,金,1
赓,gēng,广,12,木,1
竦,sǒng,立,12,金,3
瓿,bù,瓦,12,水,4
啻,chì,口,12,金,4
颏,"kē,ké",页,12,木,1
鹇,xián,鸟,12,金,2
阑,lán,门,12,火,2
阒,qù,门,12,木,4
阕,què,门,12,金,4
粞,xī,米,12,金,1
遒,qiú,辶,12,木,2
孳,zī,子,12,木,1
焯,"chāo,zhuō",火,12,火,2
焜,kūn,火,12,火,1
焙,bèi,火,12,火,4
焱,yàn,火,12,火,4
鹈,tí,鸟,12,火,2
湛,zhàn,氵,12,水,4
渫,xiè,氵,12,水,4
湮,"yān,yīn",氵,12,水,1
